id,nombre,apellido,email,sexo,dimensions,requirements,latitude,longitude
61,Merrill,Dranfield,mdranfield1o@xinhuanet.com,Female,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":7},{""name"":""guantes"",""score"":1},{""name"":""primeros auxilios"",""score"":4},{""name"":""condicion fisica"",""score"":10},{""name"":""casco"",""score"":3}]",50.4427733,14.9233449
62,Judd,Rentoll,jrentoll1p@technorati.com,Male,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":5},{""name"":""pala"",""score"":3},{""name"":""alta estatura"",""score"":6},{""name"":""guantes"",""score"":9},{""name"":""primeros auxilios"",""score"":8},{""name"":""condicion fisica"",""score"":10}]",36.557474,116.747092
63,Iolanthe,Pexton,ipexton1q@biblegateway.com,Female,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":1},{""name"":""pala"",""score"":7},{""name"":""alta estatura"",""score"":7},{""name"":""guantes"",""score"":7},{""name"":""primeros auxilios"",""score"":8},{""name"":""condicion fisica"",""score"":4},{""name"":""casco"",""score"":8}]",24.804061,118.609289
64,Sigfrid,Oehm,soehm1r@infoseek.co.jp,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":1},{""name"":""pala"",""score"":2},{""name"":""alta estatura"",""score"":5},{""name"":""guantes"",""score"":2}]",48.8610504,2.3237084
65,Hetty,Drake,hdrake1s@craigslist.org,Female,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":1},{""name"":""botas"",""score"":10},{""name"":""cuerda"",""score"":3}]",43.486492,16.5996595
66,Forster,Nehls,fnehls1t@homestead.com,Male,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":6}]",-7.6162571,109.5285442
67,Artemas,D'Orsay,adorsay1u@smh.com.au,Male,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":8},{""name"":""alta estatura"",""score"":2},{""name"":""guantes"",""score"":6},{""name"":""primeros auxilios"",""score"":7}]",61.722009,23.3256027
68,Sidonnie,Fildes,sfildes1v@timesonline.co.uk,Female,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":6},{""name"":""pala"",""score"":4},{""name"":""alta estatura"",""score"":1},{""name"":""guantes"",""score"":10},{""name"":""primeros auxilios"",""score"":7}]",50.1801755,28.7362455
69,Myrtie,Stainer,mstainer1w@t-online.de,Female,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":5}]",3.1523104,101.7178316
70,Carlynne,Schwaiger,cschwaiger1x@paginegialle.it,Female,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":1}]",18.934217,-70.4066437
71,Adan,Hallgath,ahallgath1y@jugem.jp,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":6},{""name"":""pala"",""score"":7},{""name"":""alta estatura"",""score"":3},{""name"":""guantes"",""score"":8},{""name"":""primeros auxilios"",""score"":3}]",34.481923,102.142511
72,Teodor,Dinzey,tdinzey1z@edublogs.org,Male,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":4},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":7},{""name"":""guantes"",""score"":10}]",-8.4114856,116.1713917
73,Tammi,Leftridge,tleftridge20@ucoz.com,Female,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":8},{""name"":""cuerda"",""score"":5},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":9},{""name"":""guantes"",""score"":2},{""name"":""primeros auxilios"",""score"":2}]",26.241987,119.618419
74,Dorene,Ellif,dellif21@huffingtonpost.com,Female,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":10}]",19.5230587,-71.923832
75,Pincas,Martineau,pmartineau22@adobe.com,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":8},{""name"":""cuerda"",""score"":7},{""name"":""pala"",""score"":9},{""name"":""alta estatura"",""score"":1},{""name"":""guantes"",""score"":2},{""name"":""primeros auxilios"",""score"":6}]",49.2272998,2.8814002
76,Percy,Dressel,pdressel23@miibeian.gov.cn,Male,"[{""name"":""Fuerza"",""score"":9},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":8}]",-40.3313422,-72.9485366
77,Cecil,Spore,cspore24@1und1.de,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":4}]",34.983385,102.911027
78,Abbey,Edland,aedland25@redcross.org,Male,"[{""name"":""Fuerza"",""score"":9},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":1},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":4}]",28.866776,121.1706959
79,Lorne,Jewiss,ljewiss26@a8.net,Female,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":8}]",53.9096,37.736
80,Tony,Worsom,tworsom27@reference.com,Male,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":10},{""name"":""pala"",""score"":7}]",42.0269548,-8.4748384
81,Perkin,Pilsworth,ppilsworth28@elpais.com,Male,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":8},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":4}]",-7.0695176,108.463214
82,Link,Roulston,lroulston29@weibo.com,Male,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":10},{""name"":""pala"",""score"":3},{""name"":""alta estatura"",""score"":7},{""name"":""guantes"",""score"":3},{""name"":""primeros auxilios"",""score"":2},{""name"":""condicion fisica"",""score"":2},{""name"":""casco"",""score"":4}]",50.5372538,23.5454126
83,Meriel,Wearne,mwearne2a@hao123.com,Female,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":9}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":8},{""name"":""alta estatura"",""score"":7},{""name"":""guantes"",""score"":5}]",34.68664,-6.00272
84,Shepperd,Jahan,sjahan2b@blogger.com,Male,"[{""name"":""Fuerza"",""score"":9},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":8},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":7},{""name"":""alta estatura"",""score"":3}]",45.376576,38.4403145
85,Decca,Trunkfield,dtrunkfield2c@ning.com,Male,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":8}]",59.324761,18.2730402
86,Penrod,Jakov,pjakov2d@opera.com,Male,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":1},{""name"":""alta estatura"",""score"":9},{""name"":""guantes"",""score"":4},{""name"":""primeros auxilios"",""score"":5},{""name"":""condicion fisica"",""score"":10}]",39.01,-77.43
87,Bobette,Thackham,bthackham2e@msn.com,Female,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":10},{""name"":""pala"",""score"":4},{""name"":""alta estatura"",""score"":1},{""name"":""guantes"",""score"":9},{""name"":""primeros auxilios"",""score"":2},{""name"":""condicion fisica"",""score"":3}]",35.474465,128.2579205
88,Estevan,Norridge,enorridge2f@discovery.com,Male,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":2}]",16.06589,22.84308
89,Salim,Clague,sclague2g@google.de,Male,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":6},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":8}]",50.9996233,26.750679
90,Brandi,Wakenshaw,bwakenshaw2h@adobe.com,Female,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":3},{""name"":""alta estatura"",""score"":5},{""name"":""guantes"",""score"":1},{""name"":""primeros auxilios"",""score"":5}]",26.634672,100.23509
91,Alexander,Porcher,aporcher2i@hugedomains.com,Male,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":1},{""name"":""botas"",""score"":4},{""name"":""cuerda"",""score"":10},{""name"":""pala"",""score"":4}]",45.2379183,38.9712949
92,Bayard,Padrick,bpadrick2j@weibo.com,Male,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":9}]",25.112046,99.161761
93,Ole,Scheffel,oscheffel2k@unicef.org,Male,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":8},{""name"":""alta estatura"",""score"":3}]",-7.0921189,111.6630914
94,Pavel,Livard,plivard2l@networksolutions.com,Male,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":9}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":1},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":4},{""name"":""alta estatura"",""score"":5},{""name"":""guantes"",""score"":4},{""name"":""primeros auxilios"",""score"":5}]",15.1757062,120.5879653
95,Ardith,Mee,amee2m@techcrunch.com,Female,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":9}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":10},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":2},{""name"":""alta estatura"",""score"":2},{""name"":""guantes"",""score"":1},{""name"":""primeros auxilios"",""score"":7},{""name"":""condicion fisica"",""score"":6}]",29.444529,121.04024
96,Hayes,Melloi,hmelloi2n@arstechnica.com,Male,"[{""name"":""Fuerza"",""score"":9},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":1},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":8},{""name"":""alta estatura"",""score"":4},{""name"":""guantes"",""score"":3},{""name"":""primeros auxilios"",""score"":4},{""name"":""condicion fisica"",""score"":3},{""name"":""casco"",""score"":8}]",27.8169,99.705419
97,Arlene,Punt,apunt2o@fc2.com,Female,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":3}]",-32.93645,-68.8733205
98,Egor,Isaq,eisaq2p@harvard.edu,Male,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":2},{""name"":""guantes"",""score"":2},{""name"":""primeros auxilios"",""score"":5},{""name"":""condicion fisica"",""score"":2}]",16.4359827,104.3559158
99,Stanton,McCathay,smccathay2q@unicef.org,Male,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":1},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":7}]",-6.2836822,106.590819
100,Durante,Petracek,dpetracek2r@theguardian.com,Male,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":8}]",15.847683,120.9187827
101,Judie,Ogborne,jogborne2s@tiny.cc,Female,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":1},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":2},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":1},{""name"":""guantes"",""score"":5},{""name"":""primeros auxilios"",""score"":4}]",-17.3399775,-65.8649827
102,Fremont,Weale,fweale2t@archive.org,Male,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":4},{""name"":""pala"",""score"":9}]",45.2011955,21.0119834
